route,source_file,content_id,kind,English,Español,中文,notes
/our-achievements,src/content/achievements2025Content.ts,spiritFindings[3].body,content,The vast majority of American spirit attachments are transported by master spirits.,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,spiritFindings[4].title,content,Control system,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,spiritFindings[4].stat,content,100%,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,spiritFindings[4].body,content,Spirits (ghosts) and their hosts are governed by two prohibition types in UMMA’s soul control system — virtually no direct communication between them.,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,interestingSpirits[0].badge,content,Oldest spirits (ghosts),,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,interestingSpirits[0].title,content,"Quebec, 1813 — sibling pair",,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,interestingSpirits[0].body,content,"A pair of sibling spirits who died in the Quebec region in 1813, still retaining complete memories to this day.",,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,interestingSpirits[1].badge,content,Once on an animal,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,interestingSpirits[1].title,content,Horse → caretaker transfer,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,interestingSpirits[1].body,content,"A spirit that parasitized a horse, then transferred to the horse’s caretaker, transmitting some equine emotion and consciousness to the host.",,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,interestingSpirits[2].badge,content,Strongest PSI-type ability,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,interestingSpirits[2].title,content,Physical-environment phenomena,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,interestingSpirits[2].body,content,"Capable of creating scars on the host’s body, moving blankets, and numerous flying light orbs throughout the home.",,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,interestingSpirits[3].badge,content,Most RPO coverage,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,interestingSpirits[3].title,content,Five family members,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,interestingSpirits[3].body,content,"Remote Port Organs across all five family members, affecting an entire lineage.",,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,interestingSpirits[4].badge,content,Most human-like pattern,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,interestingSpirits[4].title,content,Co-agency from age ten,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,interestingSpirits[4].body,content,"Parasitized the host at age ten, manifested, and agreed to take turns controlling the body — enabling world travel and career completion.",,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,interestingSpirits[5].badge,content,Youngest spirit (ghost),,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,interestingSpirits[5].title,content,Five years old,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,interestingSpirits[5].body,content,Manifested attached spirit estimated at five years of age.,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,masterManifestations[0].date,content,July 31,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,masterManifestations[0].host,content,mkanimalsea,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,masterManifestations[0].event,content,"Host and attached spirit (ghost) summoned a huge, black, rapidly moving archangel.",,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,masterManifestations[1].date,content,July 25,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,masterManifestations[1].host,content,Jen,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,masterManifestations[1].event,content,"After incantations, one attached spirit felt a guiding presence of light and love; another felt a dark knight.",,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,masterManifestations[2].date,content,August 14,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,masterManifestations[2].host,content,Dominick,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,masterManifestations[2].event,content,Summoned the arrival and instructions of the divine designation “Elohim.”,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,conditionsTreated[0],content,Schizophrenia,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,conditionsTreated[1],content,Bipolar disorder,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,conditionsTreated[2],content,Depression,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,conditionsTreated[3],content,Anxiety,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,conditionsTreated[4],content,DID (dissociative identity disorder),,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,conditionsTreated[5],content,PTSD,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,conditionsTreated[6],content,Schizoaffective disorder,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,conditionsTreated[7],content,ADHD,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,conditionsTreated[8],content,OCD,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,conditionsTreated[9],content,Social phobia,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,conditionsTreated[10],content,Driving phobia,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,patientJourneySteps[0].title,content,Discovery,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,patientJourneySteps[0].detail,content,Random TikTok recommendation,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,patientJourneySteps[1].title,content,Initial contact,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,patientJourneySteps[1].detail,content,“Free trial” openness,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,patientJourneySteps[2].title,content,Remote summoning,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,patientJourneySteps[2].detail,content,Attached spirits (ghosts) called forth,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,patientJourneySteps[3].title,content,Communication,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,patientJourneySteps[3].detail,content,Dialogue established,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,patientJourneySteps[4].title,content,Spirit (ghost) control,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,patientJourneySteps[4].detail,content,Techniques applied,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,patientJourneySteps[5].title,content,Patient improvement,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,patientJourneySteps[5].detail,content,Condition amelioration,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,livestreamTechnologies[0].title,content,Illumination / transmission,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,livestreamTechnologies[0].body,content,"Livestream mobile screen aimed at the host’s head, chest, and back for illumination and energy transmission.",,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,livestreamTechnologies[1].title,content,Incantations & prohibitions,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,livestreamTechnologies[1].body,content,Release of control incantations and prohibition structures coordinated with master spirits.,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,outcomeCases[0].date,content,August 11,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,outcomeCases[0].condition,content,15+ years untreated depression and bipolar disorder,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,outcomeCases[0].result,content,Relief within ~30 minutes; no recurrence reported.,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,outcomeCases[1].date,content,June 14,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,outcomeCases[1].condition,content,PTSD troubling the patient for many years,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,outcomeCases[1].result,content,Resolved in one spirit-management session; trauma imprint dissipated.,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,outcomeCases[2].date,content,September 11,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,outcomeCases[2].condition,content,Severe schizophrenia with malignant alters steering life,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,outcomeCases[2].result,content,"Within one hour, attached spirits heavily suppressed; sustained relief over the following month.",,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,outcomeCases[3].date,content,July 18,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,outcomeCases[3].condition,content,Child with autism for many years,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,outcomeCases[3].result,content,"After adjusting spirits within the body, symptoms began to improve.",,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,outcomeCases[4].date,content,September 3,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,outcomeCases[4].condition,content,Severe somatization,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,outcomeCases[4].result,content,Home field regulated; somatization and emotional state greatly improved.,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,experiments[0].title,content,Symptom conversion,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,experiments[0].body,content,"Rapid conversion between emotional disorders, schizophrenia, and DID symptoms in a short window.",,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,experiments[1].title,content,Spirit (ghost) movement,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,experiments[1].body,content,Attached spirit relocation vs. host symptom improvement — correlation mapping.,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,experiments[2].title,content,External drug application,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,experiments[2].body,content,Experimental external medication application during live field conditions.,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,featuredCases[0].badge,content,Featured case,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,featuredCases[0].handle,content,annabella,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,featuredCases[0].title,content,Multi-identity DID,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,featuredCases[0].body,content,"DID presentation with 30+ identities — mutual control, influence, and amnesia among attached spirits within one host.",,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,featuredCases[0].finding,content,Complex inter–spirit dynamics and control hierarchies in a single body.,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,featuredCases[1].badge,content,Featured case,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,featuredCases[1].handle,content,gabby,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,featuredCases[1].title,content,Cult survivor,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,featuredCases[1].body,content,Survivor exiting a cult — attached spirits revealed how cults and spiritual mediums steer health at the spirit level.,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,featuredCases[1].finding,content,Mechanisms of spiritual manipulation in high-control environments.,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,featuredCases[2].badge,content,Featured case,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,featuredCases[2].handle,content,idk,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,featuredCases[2].title,content,Delusion of divinity,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,featuredCases[2].body,content,"Patient posing as demons and deities — after structured experiments, attached spirit admitted identities were fabricated.",,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,featuredCases[2].finding,content,False identity projection and deception capacity of attached spirits.,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,featuredCases[3].badge,content,Featured case,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,featuredCases[3].handle,content,dominick,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,featuredCases[3].title,content,Sexuality transformation,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,featuredCases[3].body,content,DID presentation — attached spirit described gradually shaping the host’s sexual orientation over years.,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,featuredCases[3].finding,content,Long-horizon spirit influence on psychosexual development.,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,livestreamLinkPlaceholders[0].label,content,YouTube — replay playlist,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,livestreamLinkPlaceholders[1].label,content,TikTok — @ASra field archive (placeholder),,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,pageIntro.heroBadge,content,2025 · TikTok live field,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,pageIntro.heroTitle,content,2025 Livestream Achievements,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,pageIntro.heroSubtitle,content,"For the first time, humanity has systematically mapped American spirits (ghosts) at scale — memory baselines, attachment logistics, master-spirit mediation, and mental-health correlations — through anonymized charity sessions documented in real time.",,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,pageIntro.systematicNote,content,"Baseline statistics were collected on memories, mental states, living conditions, death processes, and awareness of the spiritual world.",,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,sectionTitles.stats,content,Section 1 — Data overview,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,sectionTitles.statsSub,content,Impact statistics,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,sectionTitles.findings,content,American spirits (ghosts) — living conditions,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,sectionTitles.interesting,content,Particularly interesting spirits (ghosts),,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,sectionTitles.master,content,Master spirit manifestations in livestream,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,sectionTitles.mental,content,Section 2 — Conventional mental disorders,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,sectionTitles.mentalSub,content,Spirit (ghost) management cohort,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,sectionTitles.conditions,content,Conditions addressed,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,sectionTitles.cohortSources,content,Sources,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,sectionTitles.cohortProcess,content,Process,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,sectionTitles.journey,content,Patient sources & process,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,sectionTitles.tech,content,Two core livestream technologies,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,sectionTitles.outcomes,content,Direct effects & results,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,sectionTitles.experiments,content,Scientific experiments in-session,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,sectionTitles.special,content,Section 3 — Special significance case studies,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,sectionTitles.cta,content,Every ASra member can hold miracle-class ability,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,sectionTitles.links,content,Livestream links & archive,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,closingCopy.ctaHeadline,content,Every ASra Member Will Possess the Superpower to Create Miracles,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,closingCopy.ctaSub,content,Join our community and unlock the extraordinary abilities within you.,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,closingCopy.ctaButton,content,Access livestream archive,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,closingCopy.disclaimer,content,"This page summarizes session-documented field work. It is not medical advice, not a randomized trial, and does not replace care by licensed professionals. Labels aid reader orientation only.",,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,scientificStockFigures[0].label,content,"Session metrics are paired with structured, repeatable field notes—similar to open lab documentation.",,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,scientificStockFigures[1].label,content,"Baseline interviews with spirits (ghosts) are treated like clinical observations: dated, anonymized, comparable.",,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,scientificStockFigures[2].label,content,Cohort-scale charts summarize distribution patterns across hundreds of livestreams.,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,scientificStockFigures[3].label,content,"Methods—illumination paths, incantation timing, and outcome windows—are reported for transparency.",,,源码仅英文；核对后补西语/中文
/spirit-medicine (playlist & sections),src/content/spiritMedicineData.ts,spiritMedicineFileGroups[0].fileNumber,content,FILE 2-1,,,源码仅英文；核对后补西语/中文
/spirit-medicine (playlist & sections),src/content/spiritMedicineData.ts,spiritMedicineFileGroups[0].sectionTitle,content,Abstract & scope of Spirit Medicine,,,源码仅英文；核对后补西语/中文
/spirit-medicine (playlist & sections),src/content/spiritMedicineData.ts,spiritMedicineFileGroups[0].episodes[0].title,content,File 2-1 Abstract of Spirit Medicine,,,源码仅英文；核对后补西语/中文
/spirit-medicine (playlist & sections),src/content/spiritMedicineData.ts,spiritMedicineFileGroups[1].fileNumber,content,FILE 2-2,,,源码仅英文；核对后补西语/中文
/spirit-medicine (playlist & sections),src/content/spiritMedicineData.ts,spiritMedicineFileGroups[1].sectionTitle,content,Evidence for the existence of spirits (ghosts),,,源码仅英文；核对后补西语/中文
/spirit-medicine (playlist & sections),src/content/spiritMedicineData.ts,spiritMedicineFileGroups[1].episodes[0].title,content,FILE 2-2 Evidence of existence of spirits(ghosts),,,源码仅英文；核对后补西语/中文
/spirit-medicine (playlist & sections),src/content/spiritMedicineData.ts,spiritMedicineFileGroups[2].fileNumber,content,FILE 2-3,,,源码仅英文；核对后补西语/中文
/spirit-medicine (playlist & sections),src/content/spiritMedicineData.ts,spiritMedicineFileGroups[2].sectionTitle,content,Human spirit (soul) physiology — spiritual brain & memory,,,源码仅英文；核对后补西语/中文
/spirit-medicine (playlist & sections),src/content/spiritMedicineData.ts,spiritMedicineFileGroups[2].episodes[0].title,content,File 2-3-2-1-1 Spiritual brain located in the flesh brain,,,源码仅英文；核对后补西语/中文
/spirit-medicine (playlist & sections),src/content/spiritMedicineData.ts,spiritMedicineFileGroups[2].episodes[1].title,content,File 2-3-2-1-2 Spiritual-Brain Organs Located in the Heart,,,源码仅英文；核对后补西语/中文
/spirit-medicine (playlist & sections),src/content/spiritMedicineData.ts,spiritMedicineFileGroups[2].episodes[2].title,content,File 2-3-2-1-3 Spiritual-Brain Long-Term Memory Organ Located in the Cloud of the Ethereal Realm,,,源码仅英文；核对后补西语/中文
/spirit-medicine (playlist & sections),src/content/spiritMedicineData.ts,spiritMedicineFileGroups[3].fileNumber,content,FILE 2-4,,,源码仅英文；核对后补西语/中文
/spirit-medicine (playlist & sections),src/content/spiritMedicineData.ts,spiritMedicineFileGroups[3].sectionTitle,content,"American spirit (ghost): overview, physiology & clinical angles",,,源码仅英文；核对后补西语/中文
/spirit-medicine (playlist & sections),src/content/spiritMedicineData.ts,spiritMedicineFileGroups[3].episodes[0].title,content,"File 2-4-1-1 Overview,classification & statistical data of America Spirit(ghost)",,,源码仅英文；核对后补西语/中文
/spirit-medicine (playlist & sections),src/content/spiritMedicineData.ts,spiritMedicineFileGroups[3].episodes[1].title,content,File 2-4-1-2 The disposition of American spirit (Ghost) & Possibility of Organized Harm to Humans,,,源码仅英文；核对后补西语/中文
/spirit-medicine (playlist & sections),src/content/spiritMedicineData.ts,spiritMedicineFileGroups[3].episodes[2].title,content,File 2-4-1-3 The Physiological State of American spirit(ghost): Memory and Energy Metabolism,,,源码仅英文；核对后补西语/中文
/spirit-medicine (playlist & sections),src/content/spiritMedicineData.ts,spiritMedicineFileGroups[3].episodes[3].title,content,File 2-4-1-4 The Physiological State of American spirit(ghost): Thinking and Emotion,,,源码仅英文；核对后补西语/中文
/spirit-medicine (playlist & sections),src/content/spiritMedicineData.ts,spiritMedicineFileGroups[3].episodes[4].title,content,File 2-4-1-5-1 The remote port organ (1),,,源码仅英文；核对后补西语/中文
/spirit-medicine (playlist & sections),src/content/spiritMedicineData.ts,spiritMedicineFileGroups[3].episodes[5].title,content,File 2-4-1-5-2 The remote port organ (2),,,源码仅英文；核对后补西语/中文
/spirit-medicine (playlist & sections),src/content/spiritMedicineData.ts,spiritMedicineFileGroups[3].episodes[6].title,content,"File 2-4-1-6-1 High Incidence of Depression Among Physicians and Psychologists, and the Reasons (1)",,,源码仅英文；核对后补西语/中文
/spirit-medicine (playlist & sections),src/content/spiritMedicineData.ts,spiritMedicineFileGroups[3].episodes[7].title,content,"File 2-4-1-6-2 High Incidence of Depression Among Physicians and Psychologists, and the Reasons (2)",,,源码仅英文；核对后补西语/中文
/spirit-medicine (playlist & sections),src/content/spiritMedicineData.ts,spiritMedicineFileGroups[4].fileNumber,content,FILE 2-5,,,源码仅英文；核对后补西语/中文
/spirit-medicine (playlist & sections),src/content/spiritMedicineData.ts,spiritMedicineFileGroups[4].sectionTitle,content,Pathology of the human spirit & possession effects on the host,,,源码仅英文；核对后补西语/中文
/spirit-medicine (playlist & sections),src/content/spiritMedicineData.ts,spiritMedicineFileGroups[4].episodes[0].title,content,File 2-5-2-1-1 Pathological Principles of Schizophrenia and Dissociative Disorders (1),,,源码仅英文；核对后补西语/中文
/spirit-medicine (playlist & sections),src/content/spiritMedicineData.ts,spiritMedicineFileGroups[4].episodes[1].title,content,File 2-5-2-1-2 Pathological Principles of Schizophrenia and Dissociative Disorders (2),,,源码仅英文；核对后补西语/中文
/spirit-medicine (playlist & sections),src/content/spiritMedicineData.ts,spiritMedicineFileGroups[4].episodes[2].title,content,File 2-5-2-2 The Comprehensive Impact of Possessing spirit ghost on the Human Host's flesh body,,,源码仅英文；核对后补西语/中文
/spirit-medicine (playlist & sections),src/content/spiritMedicineData.ts,spiritMedicineFileGroups[4].episodes[3].title,content,File 2-5-2-3 Soul Pathology Principles & Healing Strategies for Various Emotional Disorders,,,源码仅英文；核对后补西语/中文
/founder-story,src/views/FounderStoryView.tsx,header.subtitleNames,hardcoded,John Long Woo · Caros · Sam,,,源码仅英文；核对后补西语/中文
/founder-story,src/views/FounderStoryView.tsx,link.organizationOverview,hardcoded,← Organization overview,,,源码仅英文；核对后补西语/中文
/founder-story,src/views/FounderStoryView.tsx,section.timeline.heading,hardcoded,Timeline,,,源码仅英文；核对后补西语/中文
/founder-story,src/views/FounderStoryView.tsx,section.phaseA.detailHeading,hardcoded,Phase A — storyline detail,,,源码仅英文；核对后补西语/中文
/founder-story,src/views/FounderStoryView.tsx,section.phaseA.detailIntro,hardcoded,Stages A1–A4 follow the family’s published English chronology; A5 closes the C2 / C3 arc.,,,源码仅英文；核对后补西语/中文
/founder-story,src/views/FounderStoryView.tsx,link.achievementsVisible,hardcoded,Our Achievements,,,源码仅英文；核对后补西语/中文
/founder-story,src/views/FounderStoryView.tsx,link.achievementsSuffix,hardcoded, page,,,源码仅英文；核对后补西语/中文
/founder-story,src/views/FounderStoryView.tsx,footer.legacyTimeline,hardcoded,Earlier staged timeline on the legacy site,,,源码仅英文；核对后补西语/中文
(* Documentary hub),src/views/DocumentarySeriesView.tsx,note.prefix,hardcoded,* Note:,,,源码仅英文；核对后补西语/中文
(App shell),src/App.tsx,suspense.loading,hardcoded,Loading…,,,源码仅英文；核对后补西语/中文
(document),index.html,title,hardcoded,Spirit Ambassador Association,,,源码仅英文；核对后补西语/中文
/our-achievements,src/views/OurAchievementsView.tsx,footer.backHome,hardcoded,← Back to Home,,,源码仅英文；核对后补西语/中文
/our-achievements,src/components/achievements/LivestreamCarousel.tsx,cta.openPlaylist,hardcoded,Open playlist,,,源码仅英文；核对后补西语/中文
/record-of-soul,src/components/record/EpisodeCard.tsx,youtube.cta,hardcoded,▶ Watch on YouTube,,,源码仅英文；核对后补西语/中文
(* collapsible),src/components/achievements/CollapsibleText.tsx,toggle.showMore,hardcoded,Show more,,,源码仅英文；核对后补西语/中文
(* collapsible),src/components/achievements/CollapsibleText.tsx,toggle.showLess,hardcoded,Show less,,,源码仅英文；核对后补西语/中文
/our-achievements,src/views/OurAchievementsView.tsx,hero.replayPlaylistButton,hardcoded,Replay playlist,,,源码仅英文；核对后补西语/中文
/our-achievements,src/views/OurAchievementsView.tsx,hero.pill.sessions255,hardcoded,255+ sessions,,,源码仅英文；核对后补西语/中文
/our-achievements,src/views/OurAchievementsView.tsx,hero.pill.hours800,hardcoded,800+ hrs,,,源码仅英文；核对后补西语/中文
/our-achievements,src/views/OurAchievementsView.tsx,hero.pill.reach70k,hardcoded,70k+ reach,,,源码仅英文；核对后补西语/中文
/our-achievements,src/views/OurAchievementsView.tsx,section.findings.subtitle,hardcoded,Synthesis from baseline interviews with American spirits (ghosts).,,,源码仅英文；核对后补西语/中文
/our-achievements,src/views/OurAchievementsView.tsx,section.interesting.subtitle,hardcoded,Notable attached-spirit presentations — use “Show more” when a card runs long.,,,源码仅英文；核对后补西语/中文
/our-achievements,src/views/OurAchievementsView.tsx,section.master.subtitle,hardcoded,Chronological highlights from livestreams.,,,源码仅英文；核对后补西语/中文
/our-achievements,src/views/OurAchievementsView.tsx,cohort.sources.body,hardcoded,"Treatment-resistant, refractory cases predominantly entered through TikTok recommendations with a “free trial” posture. All management work occurred in live field conditions with master spirit collaboration.",,,源码仅英文；核对后补西语/中文
/our-achievements,src/views/OurAchievementsView.tsx,cohort.process.stageHint,hardcoded, — stages connect in order below.,,,源码仅英文；核对后补西语/中文（接在 sectionTitles.journey 译文之后）
/our-achievements,src/views/OurAchievementsView.tsx,section.tech.subtitle,hardcoded,Two intervention modalities used with master-spirit coordination.,,,源码仅英文；核对后补西语/中文
/our-achievements,src/views/OurAchievementsView.tsx,tech.card.labelPrefix,hardcoded,Technology ,,,源码仅英文；核对后补西语/中文（后接数字 1、2）
/our-achievements,src/views/OurAchievementsView.tsx,tech.illumination.head,hardcoded,Head,,,源码仅英文；核对后补西语/中文
/our-achievements,src/views/OurAchievementsView.tsx,tech.illumination.chest,hardcoded,Chest,,,源码仅英文；核对后补西语/中文
